广告投放费用,线上曝光量,线下地推费用,铺货门店数,渠道覆盖率,货架占比,本品定价,竞品均价,促销折扣率,赠品数量,品牌知名度,产品好评率,节假日影响,区域消费水平,社群触达人数,新品月销量
10.914151239263294,551.4899499369644,3.085164094759293,58.0,0.516103121284019,0.26076625409084575,65.73354902475242,64.6221325952176,0.7355435731651123,2.0,46.572138491356206,0.8328689445864028,0.0,40.206257830029315,10.724933565030254,1365.748458390871
6.880047681278514,356.6281485806965,2.713628453276587,22.0,0.22862939588610598,0.12116154784722015,53.85846552556501,50.66494304642444,0.9551601037572348,3.0,35.23142183154268,0.859639740262378,1.0,,8.158069595821308,1010.1831503508146
12.251353587419372,583.4245629738552,3.497274090695098,37.0,0.44895456282052176,0.3000015025362785,42.369427903052326,33.41636434578737,0.8911221651973622,2.0,60.67222416571983,0.9411115876777663,1.0,52.81960381229157,14.353536547063193,1273.0219771981533
12.821694149173641,634.691283131536,4.215266028985636,59.0,0.5979995806786719,0.355305128677786,38.87588528016582,34.78743723345464,0.7365765035005337,3.0,46.685118279027456,0.8027897402764135,1.0,28.278091108774287,8.678042735290774,1613.8038417025389
,197.93726861606865,0.7772594902066087,38.0,0.3740680836945059,0.16143674133048835,61.911429530888654,52.20426500001534,0.8764773999907662,0.0,61.14592444577377,0.9571629506589304,1.0,48.98029616023393,10.096323021912804,899.1336919921979
6.093461479413046,291.89551700578545,1.7253196648900986,19.0,0.20429130698012715,0.09352415264358829,52.62749225147139,45.80990349922543,0.9058289095316346,4.0,53.833771131824705,0.962744124479166,0.0,53.93053718111572,10.806740343035802,906.4552503493678
10.383521209501856,513.673215450559,2.640045335395266,69.0,0.7553000870853412,0.33374678348756054,54.80143403391611,53.85497593035467,0.7036908057665808,2.0,48.68862469796655,0.8707296989063942,1.0,36.50457820268369,8.14100219761416,1234.048941099842
9.051272222969253,,2.5458651289404943,70.0,0.7109691250681928,0.3377633521151918,32.55414013025808,31.211327549925358,0.8362953885525239,0.0,53.48775894046295,0.8291864508215206,0.0,52.847650892561646,11.413408880199789,1399.2542138538836
9.949596527487133,480.1632040604918,3.405033026974838,20.0,0.17945363845831314,0.09919496933686678,59.27438481558181,51.2501550482874,0.9476198533588963,4.0,69.510125601263,0.9141596775095654,1.0,28.177662721133164,8.399642958505826,1328.3064788213067
7.4408682172792595,391.40897795579264,,35.0,0.4053144355029944,0.2388328263781442,54.54420338214363,46.04863094460807,0.788607707603227,3.0,70.76980529053753,0.82273778561433,1.0,70.04279150018256,8.765085033351372,1436.1504221166651
12.638193924588485,598.2523007971082,4.0086699991494745,31.0,0.3314378219230807,0.1438463958292321,38.89569315585522,35.10447011889848,0.8375644245395653,0.0,50.69381135132779,0.869334678604868,1.0,68.71924977589148,14.087927919410024,1546.09034784207
12.333375806286845,609.9710897146267,3.8188805430521926,69.0,,0.3637695065978659,45.28475192550051,37.106596284807075,0.8326942381203679,0.0,51.601905933170755,0.9821015443711847,0.0,46.212239985455525,6.8782418424627005,1525.242044164016
10.198092092683648,513.1596659362825,2.7623526499566973,75.0,0.7591617218610953,0.315162190038388,52.637172043565194,45.36003400701893,0.7905782174327475,0.0,60.762401574663855,0.989138249790891,1.0,,2.761659007211529,1384.8965204542744
13.381723620904099,680.8106276723905,3.2914881590770024,75.0,0.688776548413975,0.33950829659064025,50.52466798356244,46.40822959985993,0.9755325686546663,1.0,41.543389672326526,0.9466999293573712,1.0,13.851170513001875,14.832810985035684,1654.1885788973864
11.402528026756137,584.350932933664,3.4568231618837757,94.0,0.8715920400377167,0.40392358766307146,47.07828814196445,45.83639543608809,0.9343882106294548,0.0,53.33070372618255,0.8590826868849456,0.0,32.65478509602001,17.64798385782101,1602.4829061655805
7.422122611350286,386.9730752715128,,79.0,0.8725463966115625,0.42039001548479904,48.96511731934039,45.89489000407967,0.7331765232988331,3.0,49.741371520461435,0.9306563593415575,0.0,45.59331619771805,8.784192203652005,1332.7996123192208
11.106252352247497,548.3381161674062,3.448213811351601,,0.46618328603916487,0.20678581967455478,47.48022621793115,35.858335070343735,0.9991103973512719,2.0,53.13908211457554,0.9340272094419624,1.0,33.918004678597114,4.189485878139444,1317.9050997656034
7.123352197513004,346.9205740223589,2.1479317320156226,19.0,0.18102403933586997,0.08768414304035828,51.52562512102469,47.286162796012995,0.9637600072923236,4.0,41.66631194050594,0.8736899220810934,1.0,60.71594723945988,9.068548071412168,1043.755438217324
12.635350903921818,648.9270628212339,4.591494716837003,65.0,0.6308406339432007,0.2626884652309014,64.71491972993157,58.459528476636144,0.7851725313592116,3.0,34.104325066910306,0.9217688405713703,1.0,79.95944796121991,9.141331150477992,1548.310310953158
9.850222267041241,488.6850268544298,2.83538886637586,92.0,0.9930722146121101,0.45252474994432534,24.333415590687025,23.141744887736404,0.9510689738982814,3.0,29.270165640087082,0.8020382525453785,1.0,32.35077920856047,9.430228476933229,1530.6495478425165
9.445412909364219,446.7569190014525,2.321875126498333,97.0,0.9146477158978256,0.5212012713097617,,47.71697666436647,0.7319258595614149,2.0,38.826158870103924,0.8397209551344259,0.0,37.43804893872211,6.659835874234455,1463.5923611000328
7.957211366788176,375.1948240593392,2.4768012275146107,30.0,0.25526364905220866,0.0890091470878834,51.76512421372447,40.398896961937794,0.9997314191422716,0.0,45.41324715060667,0.8997667775637797,1.0,53.531725524648955,11.738683427429432,1068.6709164316665
13.66762401602209,664.9921550810724,4.210285546792509,31.0,0.3421663397344522,0.1381796025135869,52.95993989687099,45.89063563161058,0.899705420831961,0.0,47.06808413351238,0.8311127478090763,0.0,74.16674222749431,11.573522125858258,1464.4673161923672
9.536411553793593,486.76379257075496,3.5405172537582965,13.0,0.11026974385702053,0.11024227777814968,46.2808541867871,43.425487736488456,0.8950375046676391,3.0,69.37231162429516,0.8315223048965414,,31.66438531190145,5.51678314054208,1281.4869077654791
,438.59934139694514,3.0320605830104927,22.0,0.21974390666399643,0.19702396840921044,,24.444720759330927,0.7271322180952398,0.0,61.059933699072985,0.9588978152045452,0.0,53.73554183460413,12.097590195084663,1117.2404328939624
8.943599348535312,460.98967450812097,2.861515334135348,59.0,0.5818278550737743,0.2557669286721269,53.2799548371411,52.37980649758751,0.9691100196689876,0.0,40.379088836583726,0.987935270509885,1.0,77.31948276219663,16.158054945837673,1456.10242440773
11.596927556660045,571.3013249062716,4.210729712607794,,0.6068787274399466,0.2923918950163324,67.27350214164184,61.651221765579635,0.7086998509613408,1.0,53.47708452450957,0.9056341913254052,0.0,25.22361277731099,10.515880997311179,1137.5502818050384
11.096332193092234,557.987403476146,2.7345181307662445,43.0,0.5003740930656858,0.26043371306105817,34.66138595083862,33.73499931328497,0.7722484174123441,4.0,45.92921763649675,,1.0,30.78396189731252,8.988024513794482,1295.4886674370834
11.238197834787965,574.4216996187449,3.0515835840615155,37.0,0.37452924534508725,0.2391255520047114,58.638280136981884,51.06162113871831,0.7429065625499904,2.0,47.156361619599046,0.9881611162219918,0.0,43.64590090308742,9.573990356777436,1202.4112481145244
11.292463009023649,558.4362196567777,2.924450932004332,,0.8721969396638428,0.40649275747907426,46.71474776877106,44.48456406179259,0.9330303822076655,3.0,51.85325649415382,0.8269032188280673,0.0,42.19117380716884,11.845770300905684,1295.7726274162715
,830.3826448817174,4.732577939205531,51.0,0.4074913949484489,0.19638736209596114,49.38675654171153,47.65349555550749,0.7594612681638693,2.0,56.19171116975393,0.8851666665183268,1.0,62.189019316304666,4.807985183478346,1691.4730459683424
8.780754950846154,425.79922872097467,1.9458834114756915,82.0,0.817564079903494,0.43210216723359934,39.47101489296051,36.222547464075966,0.9731914681392656,0.0,46.60741516115985,0.8745888160099649,0.0,53.62489579731257,10.493172108931907,1217.8440229662735
8.463271812785388,415.90251370796796,2.8565570172428183,96.0,0.9178384864853564,0.47196222547667677,46.65543827644123,42.6930971268932,0.896880711798247,1.0,60.63851532734358,0.8152093638927752,1.0,23.375569105368076,8.82860815161157,1355.400397355187
7.558681815256367,370.2993328828518,2.1564931960275233,38.0,0.3190593469788186,0.14824499135250632,63.000445946989586,57.51143107013581,0.7108488131484089,0.0,38.58061773857596,0.9435127328310015,1.0,57.731156043512165,15.543475038868136,1168.7553561078425
11.847938267726487,568.4801204745436,2.8189783330666174,28.0,0.2360923816535625,0.11403150189130001,55.82655241987707,47.65386138367121,0.70162895023861,3.0,50.06339062362269,0.8824180151912927,1.0,41.336916689665244,9.477481798585126,1297.639948822707
13.386916878162674,679.0852935238454,3.5082855228450316,95.0,0.9332938279649593,0.4254000397313802,132.5691279047382,60.14821840796844,0.7154973751043197,0.0,75.97673726595832,0.8891721174961763,0.0,69.11670825411858,15.00366283335856,1621.1880467351555
9.658157627035374,473.51983454771425,3.0542042118357093,67.0,0.7157951271178007,0.35075235123966036,61.774118889776936,55.139139403442165,0.8817775532943183,1.0,52.23079742625275,0.8286278650245157,0.0,40.5861869534462,6.6887779066539785,1286.3998105649118
7.479530569112416,374.2264108301746,2.6629224546809156,36.0,,0.13884855735624224,54.390866789295764,50.101961703426674,0.9404445432578246,4.0,64.33214506606173,0.834376063923865,0.0,40.450770753466465,11.761777500408376,1260.511846442541
7.526556352926281,385.94275082443227,3.2563323517237777,65.0,0.6515315746297209,0.33273088400364814,67.43934526167791,63.694883476241,0.7715658461882166,2.0,50.91520178173208,0.9723496882096808,1.0,58.116974162067976,10.958200791373686,1157.3028390567026
11.951778363474103,606.5195416943039,5.042464742045896,56.0,0.5357915283333211,0.25123594760209006,54.38993158738299,45.77533018270946,0.9548226528769219,2.0,55.80777095329797,0.808483326905113,1.0,61.44389723505405,7.392858256405653,1492.1000788266274
,624.7958278599721,3.876133470721096,91.0,0.893616345281902,0.4609543283173052,58.27988176797059,52.076866500214805,0.717169582045978,2.0,49.43216805607308,0.8442419341393043,1.0,56.72149045904305,10.532188343910821,1681.8828340041955
11.629462804915585,579.5034305555909,2.9940697814587436,33.0,0.38013789126523023,0.22045042016720998,47.03429046465292,46.775228061164555,0.9402891560925029,3.0,48.29592418835796,0.8554912727597604,1.0,24.716040239227876,13.6375565104948,1379.6225387274571
8.003470878133918,391.70757766581283,1.3350181230745206,99.0,1.0169057718501964,0.5131157657551522,50.665458158592045,43.36814765629515,0.9783386290516841,1.0,42.205176032745804,0.8931375330563014,0.0,58.07051659892377,9.028624887140198,1357.2639934708332
10.696483969200159,533.2298342418799,3.3428009219319654,94.0,1.006869905372137,0.5139876449380446,43.025761766997235,36.25643553842655,0.9316325197313142,3.0,,0.9114245828728113,0.0,34.485379224884014,4.9241120524907105,1505.6480988983803
10.350057427422184,483.75618269194865,2.698546680571492,26.0,0.252274716037505,0.12773201844608853,59.89583934594853,54.51317398684726,0.9094362351935912,4.0,41.48462810814232,0.8937250954116267,0.0,53.52914167382395,9.947311520567663,1304.287647898067
10.65606579018704,503.8610400608903,2.9891411069662692,24.0,0.20520286941646484,0.10260396650097485,38.21696376885134,,0.9513940655966149,2.0,56.655852363134294,0.8159819135658076,0.0,28.643983469014096,7.292730715622462,1140.541557353371
12.61428633384457,604.2603244451404,,57.0,0.558807059155975,0.25775678857170203,57.823503424176614,52.075431248440935,0.7120453898641199,2.0,60.852870044459095,0.8462968162705856,0.0,56.69483221314596,8.972977184008354,1488.598872178052
10.670786646324046,513.5943957641726,3.130840550689021,14.0,0.1521248395635611,0.08555724763197979,48.09348942494841,47.271022253764535,0.7605346332157166,0.0,53.6653140723723,0.9602817931048828,0.0,37.90101643538941,9.755236690944637,1146.9617329788566
12.036740689215684,609.8325189952528,4.1440123221585266,36.0,0.36882866792268554,0.1814957360089381,61.71247093467319,58.11160578890546,0.7374771037916928,1.0,47.13751266444308,0.9211418530909072,0.0,30.760480246092175,4.883043351953448,1175.1956511435276
10.202737208466674,492.0272793161325,3.1393454462626744,49.0,0.43578059638833166,0.2806853474620837,57.5086898873126,54.28328109925153,0.8513592970578959,4.0,54.539655793086965,0.9233383195255122,0.0,60.70730204723599,5.153024982037966,1191.5991788686556
